filename,chunk_id,text,embedding_index
ESG-spreads.pdf,32,"sampled companies, with one company unresponsive. These were evaluated against Implats requirements as stated in our supplier code of conduct, code of ethics and environmental and other policies. Interviews were also conducted with supplier representatives. Ten suppliers with the highest risk rating, including the unresponsive supplier, were selected for enhanced due diligence and informed of their partial or non-compliant areas and requested to submit additional information or corrective action plans. The major area of concern (five out of 10 highest risk suppliers) relates to legislative compliance, specifically the establishment of suitably drafted policies and management procedures governing, among others, labour relations and employee safety. Two suppliers were also flagged for potential risk with respect to B-BBEE compliance. Management will continue to work with suppliers to ensure the identified risks are addressed. STRENGTHENING INFORMATION SECURITY AND DATA PRIVACY Cyber risk is included in our risk register, as it could interrupt business activities and or result in the disclosure of confidential information and intellectual property. We are cognisant of the ever-increasing threat of malicious data hacking resulting in breaches of important systems and data. We continue to bolster our defences in this respect, and act decisively to effectively manage cyber risks and potential impacts, as a result of remote working. The chief information officer and external subject matter experts provide in-depth insight into information and communications technology (ICT) governance, and cybersecurity developments and trends. These equip the committee with its oversight and decision-making to strengthen Implats ICT and cybersecurity posture, reduce associated risks, and protect its assets and reputation from cyber threats. During the year, we performed a full analysis of the potential safety and production impact a cyber breach could have on our critical operational technology systems, with pleasing outcomes. Our protection of personal information policy guides our approach to processing, using and storing personal information to ensure data integrity and confidentiality is secured. The policy aligns with the Protection of Personal Information Act (POPIA). Visit our website to review our IT policies. Implats ESG Report 2023 3938 Implats ESG Report 2023 Introduction Group overview Leadership reviews Governance Our social performance Our environmental performance Appendix Introduction Group overview Leadership reviews Governance Our social performance Our environmental performance Appendix Stakeholder engagement OUR APPROACH Companies like Implats do not exist in isolation. To succeed in the long term, our board builds and maintains successful relationships with a wide range of stakeholders. These relationships contribute to our success and endure, if based on respect, trust and mutual benefit. Accordingly, Implats culture promotes integrity and openness, values diversity and is responsive to the views of shareholders and stakeholders. By identifying the Group s stakeholders through engagement and considering stakeholder interests, needs and expectations, our board and management achieve stakeholder inclusivity and contribute value to both the business and its stakeholders. Implats recognises that inclusive stakeholder engagement underpins our approach to respecting and responding to their legitimate needs and concerns, which is essential to creating sustainable value over the short, medium and long term. Strong stakeholder",187
ESG-spreads.pdf,33,"and management achieve stakeholder inclusivity and contribute value to both the business and its stakeholders. Implats recognises that inclusive stakeholder engagement underpins our approach to respecting and responding to their legitimate needs and concerns, which is essential to creating sustainable value over the short, medium and long term. Strong stakeholder relations also advance the SDG 17 goal which emphasises collaboration, and is a critical catalyst for achieving the other SDGs; and it enables stakeholders to accurately assess our performance and prospects. Our stakeholders are vital participants in our mutual value-creation process. Stakeholders are defined as those individuals or groups which have interests that are or could be impacted by our activities and decisions. Fostering harmonious and collaborative relationships Effective management of Implats reputation Stakeholder risk management Stakeholder analysis (mapping and engagement plans) Enhanced employee engagement Key success measures of effective stakeholder engagement Alignment to SDGs Establishment of a reputation council Improved stakeholder relationships Improved stakeholder risk management processes Reduced workplace disruptions due to stakeholder activities Stakeholder analysis (mapping and engagement plans) UNDERSTANDING KEY STAKEHOLDERS We have an effective stakeholder engagement function, aimed at building and sustaining value- enhancing relations with all our key stakeholders. A Group-wide eight-stage stakeholder engagement model ensures a proactive and integrated approach to stakeholder management. This model is supported by an online management system, bespoke operational implementation plans and a guiding evolutionary journey map, supplemented by a detailed stakeholder engagement handbook. OUR EIGHT-STAGE STAKEHOLDER ENGAGEMENT APPROACH GRI 2-29 STAKEHOLDER ENGAGEMENT PROCESS 1 2 3 4 6 8 5 7 Build trust Understand Identify and classify stakeholders Identify, segment and prioritise stakeholders into engagement categories Identify objectives and issues to be addressed and the manner in which it will be done Understand stakeholder wants and needs and how this correlates with our business wants and needs Design the interaction and engagement plan, obtain internal alignment and the mandate Identify current and desired trust levels, then build the relationship in a structured manner Engage with each stakeholder according to the business objective, taking cognisance of the unique attributes such as culture, literacy levels, inﬂuence and impact on our business Monitor, evaluate, document and report in line with set objectives and risk management plans Implement the agreed plan and manage associated dynamics Monitor, evaluate and document Respond and implement Stakeholder engagement Plan Internal preparation and alignment Governments Employees and trade unions Customers Shareholders and investor community Suppliers and industry associations Communities Participatory approach towards every stakeholder group on whom the business has an impact and or who has an impact on the business Consideration of issues important to the business and stakeholders To stakeholder issues and expectations, including stakeholder communications Inclusivity Materiality Responsiveness Implats will integrate stakeholder engagement into its governance, structure and relevant decision- making processes Implats will integrate stakeholder engagement into all relevant policies and or processes for strategy development Implats will integrate stakeholder engagement into operational management and systems Corporate governance Strategy Operations AA1000 principles Our engagement philosophy takes into account King IVTM and the overarching",188
ESG-spreads.pdf,34,"its governance, structure and relevant decision- making processes Implats will integrate stakeholder engagement into all relevant policies and or processes for strategy development Implats will integrate stakeholder engagement into operational management and systems Corporate governance Strategy Operations AA1000 principles Our engagement philosophy takes into account King IVTM and the overarching AA1000 Assurance Standard principles of materiality, inclusiveness and responsiveness. transition with respect to green energy (see our 2023 climate change report), our remuneration practices (covered in detail in our 2023 remuneration report) and our social and environmental programmes (covered on pages 77 and 123 of this report). The roadshow was well received and welcomed by our investors, with praise for the strength of the executive team and our initiatives. This year, the Group made substantial progress in establishing a Group stakeholder complaints and grievance management mechanism, targeted at employees and communities. This platform will be used to report grievances and incidents and allow centralised tracking of corrective measures and, where responses are deemed unsatisfactory by the affected stakeholders, allow escalation to the next level of management. Our overarching stakeholder-centric system assists our operations with monitoring and managing stakeholder engagement activities and is overseen by the Group executive for stakeholder relations. At an operational level, stakeholder engagement has a direct reporting line to each operation s chief executive. A module on stakeholder engagement is included in our leadership development programmes to enhance management capability. Management and stakeholder training on the platform is planned for 2024. Plans are also in place to conduct a detailed perception survey on the quality of relationship with stakeholders. Plans to conduct the survey, as reported in last year s reporting, were put on hold to allow management to focus resources on establishing a complaints and grievance management mechanism. This year also saw our executive team undertake its first ESG investor roadshow to select institutional investors in Cape Town, South Africa. Topics discussed included the approach to a just Applicable material matters per key stakeholder group in 2023 requiring high-level engagement and strategic responses are summarised overleaf and discussed in the various sections in this report. Further details are also presented in the annual integrated report. Very low Low Moderate Likely Very likely Certain Catastrophic Very critical Critical Stakeholders influence on Implats Implats impact on stakeholders ANALYSIS OF KEY STAKEHOLDERS Key 1. Shareholders and investor community 2. Customers 3. Suppliers 4. Employees and unions 5. Communities 6. Industry associations 7. Governments 4 5 1 2 3 6 7 Implats ESG Report 2023 4140 Implats ESG Report 2023 Introduction Group overview Leadership reviews Governance Our social performance Our environmental performance Appendix STAKEHOLDER ENGAGEMENT Quality of stakeholder relationships The respective relationship managers provided a measure of the quality of Implats relationship with its key stakeholders, on the basis of their interactions with stakeholders during the year. Positive Challenging Stable Stakeholder engagement (continued) Employees and unions Quality of relationship SDGs impacted Stakeholder breakdown Relationship manager Applicable material matters Permanent employees, contractors and labour unions Trade unions HR executive Operations executives",189
ESG-spreads.pdf,35,"Implats relationship with its key stakeholders, on the basis of their interactions with stakeholders during the year. Positive Challenging Stable Stakeholder engagement (continued) Employees and unions Quality of relationship SDGs impacted Stakeholder breakdown Relationship manager Applicable material matters Permanent employees, contractors and labour unions Trade unions HR executive Operations executives Attract and retain scarce skills Diversity and inclusion Employee housing Health, wellness and wellbeing Human rights Industrial relations (employees and contractors) Labour availability Safety performance and operational risk Skills development Succession and leadership capacity Transparency and stakeholder engagement Business integrity Sustainable development Organisational development Method of engagement content Further reading Extensive communication, reinforced awareness messaging and training campaigns Management and contractors forum Management employee safety forums Regular engagements between recognised unions and Implats management Visible-felt leadership (VFL) forum meetings Wage negotiation forums with recognised unions Page 58 Communities Quality of relationship SDGs impacted Stakeholder breakdown Relationship manager Applicable material matters Mine-host, labour-sending and indigenous communities, and NGOs in operating geographies Group head: social performance Operations executives Social licence to operate through our socio-economic support and opportunities for host communities Community safety CSI initiatives Preferential procurement Enterprise Supplier Development (ESD) initiatives Responsible sourcing Human rights Transparency and stakeholder engagement Climate change and resilience Water stewardship Method of engagement content Further reading Ongoing engagement with community leaders and structures, including regular trustee meetings both online and physically Formal engagements with all recognised mine community business forums Notice board communication and company communication processes, and vigorous stakeholder engagement Regular two-way communication channels with all indigenous partners The duty-to-consult process has both information and response components Pages 77 to 97 Shareholders and investor community Quality of relationship SDGs impacted Stakeholder breakdown Relationship manager Applicable material matters Pension funds, investment houses, banks, ESG rating agencies, and individuals CEO (assisted by corporate and the CFO) Commodity prices Currency and commodity factors Exchange rates Financial performance and resilience Balance sheet strength Capital management and structure Asset portfolio Business development (optimisation of asset portfolio and market development) Resource allocation (our six capitals) Production per the business plan Operational excellence and efficiencies Method of engagement content Further reading Interim and year-end presentations and roadshows Participation in various investor conferences Proactively and directly engage investors Annual General Meeting Responses submitted in writing to shareholders in regard to several identified issues ESG roadshow Annual integrated report Customers Quality of relationship SDGs impacted Stakeholder breakdown Relationship manager Applicable material matters Various manufacturers: catalyst, motor, green energy (fuel cells), medical devices and jewellery manufacturers Group executive: refining and marketing Business development (optimisation of asset portfolio and market development) Currency and commodity factors Responsible sourcing Security of supply Production per the business plan Economic volatility Transparency and stakeholder engagement Method of engagement content Further reading Customer surveys Direct engagements with customers Engagement with customers through industry forums Annual integrated report Implats ESG Report 2023 4342 Implats ESG Report 2023 Introduction Group overview Leadership reviews Governance Our social performance Our environmental performance Appendix Governments Quality of relationship SDGs impacted Stakeholder breakdown Relationship manager Applicable material",190
ESG-spreads.pdf,36,"reading Customer surveys Direct engagements with customers Engagement with customers through industry forums Annual integrated report Implats ESG Report 2023 4342 Implats ESG Report 2023 Introduction Group overview Leadership reviews Governance Our social performance Our environmental performance Appendix Governments Quality of relationship SDGs impacted Stakeholder breakdown Relationship manager Applicable material matters National, provincial government and local government CEO (assisted by exco) Chairperson of the Implats and Zimplats boards Operations executives Regulatory compliance Business integrity Governance practices Transparency and stakeholder engagement Method of engagement content Further reading Normal interactions with governments and regulators in the course of business Department of Education Department of Health (national and provincial) South Africa and Zimbabwe Department of Employment and Labour Department of Mineral Resources and Energy (DMRE) Numerous ministries within both the federal and provincial governments of Canada Energy Intensive Users Group of Southern Africa Limpopo Department of Economic Development, Environment and Tourism (LEDET) Minerals Council of South Africa The Business Council for Sustainable Development (Zimbabwe) The Zimbabwe Chamber of Mines (Zimbabwe) Mining Ministry of Zimbabwe Annual integrated report Stakeholder engagement (continued) Industry associations Quality of relationship SDGs impacted Stakeholder breakdown Relationship manager Applicable material matters International Council on Mining and Metals, International Platinum Group Metals Association (IPA), Platinum Guild, World Platinum Investment Council (WPIC) and other market development associations initiatives Corporate technical leads Marketing executive CEO Operations executives Regulatory compliance Business integrity Governance practices Transparency and stakeholder engagement Business development (optimisation of asset portfolio and market development) Method of engagement content Further reading We remain a member of various industry associations that support government in policy development. These include, but are not limited to, the Minerals Council South Africa, the Energy Intensive Users Group of Southern Africa, the Zimbabwe Chamber of Mines, the Mine Rescue Association (Zimbabwe) and the Business Council for Sustainable Development (Zimbabwe) GRI 2-28 Page 62 Suppliers Quality of relationship SDGs impacted Stakeholder breakdown Relationship manager Applicable material matters Critical suppliers, mine host community suppliers, emerging suppliers, indigenous suppliers CFO Operations executives Responsible sourcing Security of supply Inflation and interest rates Safety and operational risk Access to essential services Cybersecurity Responsible sourcing Business development (optimisation of asset portfolio and market development) Social licence to operate through our socio-economic support and opportunities for host communities Method of engagement content Further reading Due diligence audits conducted annually Induction of new suppliers and contractors aligned with Group values and principles, code of ethics, and other requirements Page 38 Annual integrated report Implats ESG Report 2023 4544 Implats ESG Report 2023 Introduction Group overview Leadership reviews Governance Our social performance Our environmental performance Appendix Our social performance Through the materials we produce We are committed to supplying metals needed to develop, sustain and improve our world. PURPOSE ICONS ...through the way we do business ...through the metals we produce ...through our superior performance 48 Engaged employees 60 Employee accommodation and living conditions 62 Safety, health and wellbeing 77 Sustaining livelihoods during and beyond mining Implats ESG Report 2023 4746 Implats ESG Report 2023 Introduction Group",191
ESG-spreads.pdf,37,"world. PURPOSE ICONS ...through the way we do business ...through the metals we produce ...through our superior performance 48 Engaged employees 60 Employee accommodation and living conditions 62 Safety, health and wellbeing 77 Sustaining livelihoods during and beyond mining Implats ESG Report 2023 4746 Implats ESG Report 2023 Introduction Group overview Leadership reviews Governance Our social performance Our environmental performance Appendix Engaged employees Simply put, our people are our most prized and valuable asset. Without a diverse, inclusive and safe working environment in which our people feel engaged and valued, we will not achieve our purpose to create a better future for our stakeholders. GRI 2-7 Implats commitments Building on an already strong foundation, our commitments for the next three years are to: Be an employer of choice in the industry Create a conducive and inclusive working environment that ensures employees are engaged, empowered and productive Ensure organisational capacity and leadership capability to support the delivery of current and future business objectives Equip business leaders for the present and for the future Foster a culture where performance and excellence are recognised and rewarded Implement the people, social performance, stakeholder relations and sustainability alignment (PS3) strategy. Our alignment with SDGs Our alignment with our strategic objectives Operational excellence Organisational effectiveness Sustainable development ALIGNING CULTURE TO OUR VISION AND VALUES We remain focused on creating a working environment that prioritises human rights and employee safety and wellbeing. OUR APPROACH We aim to maximise individual potential, increase leadership capacity and capability, and position Implats as an employer of choice while focus is given to the underpinning strategic imperatives of sustainable development, talent management and transformation. OUR PS3 STRATEGY Our PS3 strategy encourages and empowers our employees to live our values to deliver exceptional operational performance. It also ensures that we exercise due care in fulfilling our social obligations and environmental stewardship. Our PS3 strategy further integrates critical sustainability imperatives into our human resources function by linking ESG KPIs with remuneration. See our remuneration report. Deliver positive results related to the Company s people, planet and profit metrics. Attract, develop, motivate and retain the appropriate people for the required roles today and for the future. Build a diverse high-performance organisation rooted in safe practices and respect for our stakeholders. Create trusted partnerships that support an inclusive circular culture of sustainability. Organisational culture HR governance Diversity, equity and inclusion Talent management Talent attraction and retention Learning and development Leadership capacity and development Coaching and mentoring Performance management Reward and recognition Safety and wellness Employee housing and living conditions Improved shareholder value through social performance Community stability created and work stoppages prevented Stakeholder expectations known and managed Human resources (People) Social performance Stakeholder relations Sustainability alignment (ESG) Stakeholder relationship management Effective communication Reputation management, including complaints and grievance management mechanism and perception surveys Standardisation of the stakeholder engagement processes Ethical, transparent and accountable governance Limiting our environmental impact Monitoring and reporting Sustaining constructive social relationships OUR PS3 FOCUS AREAS Implats ESG Report 2023 4948 Implats ESG",192
ESG-spreads.pdf,38,"(ESG) Stakeholder relationship management Effective communication Reputation management, including complaints and grievance management mechanism and perception surveys Standardisation of the stakeholder engagement processes Ethical, transparent and accountable governance Limiting our environmental impact Monitoring and reporting Sustaining constructive social relationships OUR PS3 FOCUS AREAS Implats ESG Report 2023 4948 Implats ESG Report 2023 Introduction Group overview Leadership reviews Governance Our social performance Our environmental performance Appendix Engaged employees (continued) Organisational culture Our desired culture is one in which our people can realise their gifts, develop and apply their talent and feel a genuine sense of fulfilment for their contributions in pursuit of organisational goals. OUR APPROACH Our goal is to create a working environment where employees are safe, feel valued, engaged and equipped with the support and necessary resources to perform their duties to their best ability. Our Implats Way Care and Growth programme provides an important basis for building on our culture, and has been successfully implemented across the Group. We aim to build a diverse high-performance organisation rooted in safe practices and respect for our stakeholders. To achieve this, we embed our desired culture through our values and internal engagement campaigns where we continue to articulate our strategic direction and goals, and outline how we plan to create a better future. We ask our employees to immerse themselves in our culture to help us achieve our strategic goals, thereby helping us to create value for our key stakeholders. Embedding our culture A culture of high performance, accountability and care We build and maintain strong relationships with all stakeholders Strengthened relationships This is how we build and drive our culture We lead from the front Leadership We have a game plan and know how to execute it Clear direction and strategy We have a shared purpose to create a better future which underpins all we do as a team Purpose and values We ensure operational excellence Enabling environment We talk and listen in a way that strengthens our team Communication Our brand is visible, standardised and well recognised Signs and symbols We recognise and reward our team for bringing their A-Game Recognition and celebrating successes We set our people up for success Employee empowerment CULTURE INTERVENTIONS The goal is to instil a culture where leaders and frontline supervisors understand their role of developing and empowering employees through the provision of growth, means, skills and accountability, and where employees take accountability and endeavour to change the circumstances and mitigate challenges for the better. The campaign helps empower senior leaders to adopt a coaching approach in how they deal with exceptions and embed the management operating system (MOS) based on the principles of care and growth, to understand the leadership deliverables required of them and train mine overseers, shift supervisors, miners and support services employees. The programme has led to improved employee engagement and the adoption of several training and safety management initiatives at 16 Shaft. The Group has embarked on an internal culture change campaign. This programme was initiated at Impala",193
ESG-spreads.pdf,39,"of them and train mine overseers, shift supervisors, miners and support services employees. The programme has led to improved employee engagement and the adoption of several training and safety management initiatives at 16 Shaft. The Group has embarked on an internal culture change campaign. This programme was initiated at Impala Rustenburg s 16 Shaft and is planned to be rolled out to all operations over the next three years. Phase 2 Phase 1 Phase 3 Phase 4 Knowing our game plan and how we will reach it Being a skilled and competent team Ensuring we have strong infrastructure and equipment for our future Playing by the rules Winning teams get it right the first time Shortcuts result in injuries I don t take chances Employee s personal contributions set the team up for success Leading by example being the experts in our field Taking personal accountability this is what winning teams do Daily actions create the future we want As winning teams do, we invest in ourselves Employee commitment to success determines employees future and that of 16 Shaft Setting ourselves up for success Achieving greatness Delivery excellence Reaching our full potential Implats ESG Report 2023 5150 Implats ESG Report 2023 Introduction Group overview Leadership reviews Governance Our social performance Our environmental performance Appendix Diversity, equity and inclusion Building a healthy corporate culture, capable of driving business performance and fostering innovation, is dependent on our ability to create a more inclusive and diverse workplace. Engaged employees (continued) OUR APPROACH We are committed to creating a diverse, inclusive, transformed and equitable workplace. Our goal is for all employees to feel included regardless of gender, sexual orientation, age, race, ethnicity, religion or disability. We actively promote a workplace that is supportive, fair, adaptable and welcoming to all. We remain committed to creating meaningful transformation through various programmes related to employment equity, diversity, inclusion and development. Our diversity and inclusion policy outlines our expectations in this regard. We also actively develop leaders who value the diversity and unique contribution of every employee. GRI 405-1 Our corporate approach to diversity and transformation remain a key component in driving our future fitness. We are conscious that much more remains to be done, but we have made good progress against our transformation commitments. GROUP EMPLOYEE PROFILE Across the Implats Group, we have a workforce of 38 256 employees (2022: 38 027 employees) and 22 088 contractors (2022: 20 530 contractors), with women comprising 13.4% of our workforce (2022: 12.5%). The Group workforce breakdown is given on page 130 Over the past five years, women representation has increased from 10.8% to 13.4%. Our aspirational target is 15% women representation by 2025. Women representation in management, defined as women in middle and senior management (excluding exco) has increased from 25.8% to 27.6% in the same period. Our aspirational target is 29% women representation in management by 2026. Percentage of permanent employees Percentage of contractors Percentage of female employees Percentage of male employees Percentage of disabled employees Implats Group",194
ESG-spreads.pdf,40,"women in middle and senior management (excluding exco) has increased from 25.8% to 27.6% in the same period. Our aspirational target is 29% women representation in management by 2026. Percentage of permanent employees Percentage of contractors Percentage of female employees Percentage of male employees Percentage of disabled employees Implats Group 63.3 36.6 13.4 86.6 2.7 Impala Canada 79.9 20.1 6.7 93.3 Impala (Rustenburg, Refineries and IRS) 65.7 34.2 12.8 87.2 Marula 75.7 24.2 23.0 77.0 Zimplats 43.1 56.8 10.5 89.5 EMPLOYEE VALUE PROPOSITION FOR WOMEN We continue to use a range of communication mechanisms, covering multiple complementary forms of media, elevating Implats to a position of clear employer of choice for women, and targeting current and prospective female employees. The narrative focuses on the leadership philosophy of care and growth, and our core values of Respect, Care and Deliver https: www.implats.co.za EVP pdf evp-for-women.pdf. . GBV AWARENESS AND SUPPORT INITIATIVES ARE BEING DRIVEN ACROSS THE GROUP At Group level, we have conducted extensive internal and external communication campaigns to create greater awareness of GBV. We also present voluntary self-defence training for our employees and support places of safety for women and children in our communities. See page 81 for more information. In South Africa R10 million was donated to the GBV response fund, with a further R1 million pledged as part of a Minerals Council South Africa partnership to support Thuthuzela Care Centres. HIGHLIGHTS Implats occupies leadership roles in industry forums aimed at promoting gender equality in mining Implats was included in the Bloomberg Gender-Equality Index for the fourth consecutive year In South Africa, HDPs in management increased from 69% to 72%. At board level women and HDP representation was 54% and 77% respectively, exceeding targets set out in the Group s board diversity policy (50% target for women representation and 60% target for HDPs) Impala was certified a Top Employer for 2023 by the Top Employer Institute, an authority on recognising excellence in people practices Over 400 management employees completed anti- harassment, bullying and victimisation training. The intervention is ongoing LOWLIGHTS CHALLENGES Women represent 13.4% of the workforce. We continue working towards the 2025 target of at least 15% female representation FOCUS AREAS FOR 2024 AND BEYOND Eliminate race and gender pay disparities Group target: 15% women in workforce by 2025 Increase representation of HDPs at senior management level in South Africa Increase total female representation at Impala Canada year over year Promote female representation, especially at junior management level Offer further training on human rights, gender-based violence (GBV) and LGBTQI rights GENDER DIVERSITY AND MAINSTREAMING We remain steadfast in our journey to greater gender diversity and gender mainstreaming, defined as the intentional advancement of women in the workplace and the establishment of plans and policies designed to give effect to this in a sustainable manner. Gender diversity is a business priority, ranging from setting targets to holding leaders accountable for results. The main focus is addressing all areas where women are under-represented and to close the gender gaps",195
ESG-spreads.pdf,41,"and the establishment of plans and policies designed to give effect to this in a sustainable manner. Gender diversity is a business priority, ranging from setting targets to holding leaders accountable for results. The main focus is addressing all areas where women are under-represented and to close the gender gaps in retaining, hiring, promotions and pay. The Group supports the initiatives driven by the Minerals Council South Africa which include the Women in Mining Leadership Forum supported by a Women in Mining task team aimed at promoting gender equality in mining. We are a member of both initiatives and have taken leadership roles in several task team projects. Our commitment to gender diversity is reflected in the Bloomberg 2023 Gender-Equality Index, which recognises companies committed to transparency in gender reporting and advancing women s equality in the workplace. 2023 marked the fourth year in which we have achieved this status. Female representation at board level currently stands at 54%, exceeding a 50% target by 2023 in our board diversity policy. Transformation steering committees and gender equality forums at operations are functional and play a critical role in the development, implementation and monitoring of action plans for the advancement of women and HDPs. Our focus remains on the attraction, retention and development of women in mining with emphasis on areas where they are under-represented. Significant progress was made this year with female representation at management levels in the Group increasing from 25.8% in 2022 to 27.6% in 2023. This is as a result of preference being given to women in promotions and in filling vacancies at all operations. Our gender commitments Remove all forms of direct and indirect unfair discrimination practices and implement gender equity measures Develop, implement and monitor strategies to assist in the advancement of women Accelerate the recruitment, development and promotion of women in occupations and categories where they are under- represented Identify and remove employment barriers to accommodate members of designated groups Design and implement skills development and supportive human resources programmes to empower women Promote transparency in employment decisions Implats ESG Report 2023 5352 Implats ESG Report 2023 Introduction Group overview Leadership reviews Governance Our social performance Our environmental performance Appendix Engaged employees (continued) MATERNITY LEAVE ENTITLEMENT Risk occupations GRI 401-3 The maternity leave entitlement for employees who occupy risk occupations, and for whom alternative risk-free employment cannot be found, was increased from four months maternity leave to five months paid maternity leave. Employees who work in risk occupations, but where alternative risk-free employment is found, qualify for five months paid maternity leave. Non-risk occupations Surface and services employees who are not working in risk occupations qualify for four months paid maternity leave. In South Africa, 360 women took maternity leave in 2023 compared to 313 in 2022, with 1% leaving the Group at the end of their maternity leave (2022: 5%). In Zimbabwe, 100% of women returned to work after maternity leave in 2023. We look forward to welcoming back employees currently on maternity leave,",196
ESG-spreads.pdf,42,"360 women took maternity leave in 2023 compared to 313 in 2022, with 1% leaving the Group at the end of their maternity leave (2022: 5%). In Zimbabwe, 100% of women returned to work after maternity leave in 2023. We look forward to welcoming back employees currently on maternity leave, set to return in 2024. ACKNOWLEDGING OUR LGBTQI COLLEAGUES We continue to advance interventions to recognise our LGBTQI colleagues. Impala Canada has an established LGBTQI Committee which meets weekly to ensure our employees rights in a safe workplace. In 2024 we plan to introduce similar intervention at our other operations. EQUAL PAY FOR WORK OF EQUAL VALUE Our remuneration philosophy or approach does not apply race or gender in determining pay levels. We employ third parties with actuarial skills to conduct periodic reviews of our remuneration framework, focusing on the Equal Pay for Work of Equal Value regulations. Where unjustified discrepancies are found, our action plan includes steps to not only remediate any differentiation but also to review our pay practices to determine how the race and gender discrepancy originates and to take immediate steps to change the practices. The STR committee provides oversight over our commitment to equal pay for work of equal value. CREATING AN INCLUSIVE WORKPLACE THAT IS FREE FROM BULLYING AND HARASSMENT The Group has committed to ensuring a workplace free from harassment, bullying and victimisation where employees and others dealing with the business, respect one another s dignity and right to equity. Harassment, bullying, and victimisation are forms of invasive conduct that infringe on the rights of individuals. We have revised our harassment, bullying and victimisation policy to align with South Africa s new Code of Good Practice on the Prevention and Elimination of Harassment in the Workplace, which became effective on 18 March 2022. We implemented training interventions to prevent, eliminate, and manage all forms of workplace harassment. To date, 400 employees have completed the training, which is ongoing. The ultimate goal is to ensure that all employees are aware of the policy and their rights to dignity and respect in the workplace. Implats believes that every individual has the right to be treated with dignity and respect in the workplace. WORKFORCE DIVERSITY BEYOND GENDER Our employment equity (EE) strategy and action plans are aligned with the 2018 Mining Charter targets and intend to foster our desired organisational culture. Our operations continue to implement our five-year EE plan (2020 to 2024), with senior managers having annual EE targets for their departments as KPIs in their performance management process. At year-end, our South Africa operations had 607 HDPs in management positions (2022: 543), a 2.5% increase year-on-year. The diversity profile of our workforce in South Africa as per the South African Department of Employment and Labour guidelines is detailed on page 130 in the Appendix The number of people with disabilities currently in-service is detailed on page 133 The age profile of people who have joined or left the Group is provided on page 137",197
ESG-spreads.pdf,43,"Africa as per the South African Department of Employment and Labour guidelines is detailed on page 130 in the Appendix The number of people with disabilities currently in-service is detailed on page 133 The age profile of people who have joined or left the Group is provided on page 137 The place or community of origin of our employees in Zimbabwe and Canada (approximately 12% of Impala Canada s workforce identify as indigenous) is included on pages 134 to 135 Talent attraction, retention and development Our performance and long-term success are directly linked to the skills we attract, thus our ability to identify talent, recruit them and then develop their capabilities is a critical component to expanding the Group s organisational capacity to deliver on its growth aspirations. HIGHLIGHTS Implats paid R22.5 billion in employee wages and benefits (2022: R19.8 billion) The Group distributed a R660 million to employee share ownership trusts in South Africa and paid a further R545 million to employees as a Platinum Bonus Our Group employee turnover rate was 7.7% (2022: 7.5%). Our goal is to keep overall Group turnover below 7.5% Ongoing implementation of the executive committee succession programme Our leadership development programme continues to yield positive results Impala Canada and Zimplats initiatives to attract and retain critical skills are yielding positive results LOWLIGHTS CHALLENGES Ongoing challenges with the availability of critical skills in host communities FOCUS AREAS FOR 2024 AND BEYOND Ensure sufficient internal bench strength for our succession pipeline Improve employee retention at Impala Canada Maintain Group employee turnover below 7.5% Sustain established coaching and people management programmes to improve supervisory and management leadership development Implats ESG Report 2023 5554 Implats ESG Report 2023 Introduction Group overview Leadership reviews Governance Our social performance Our environmental performance Appendix Engaged employees (continued) The Canadian operation has implemented an aggressive retention strategy which includes a retention bonus scheme for all employees below manager level, increased employee referral scheme payments to encourage networking and recruitment using employees professional connections, salary increases, bursary opportunities for employees and their children, and the expansion of the short-term incentive plan to include all salaried positions within the workforce. In 2023, the operation took further steps to attract and retain critical skills by conducting over 100 interviews with employees to hear their views on how to improve their lived experience on site. Employees highlighted challenges with respect to food options, the lack of social spaces during downtime and much-needed improvements to the site s wifi connectivity. Management formed a diverse working group to immediately address issues including delivering new recreational areas, better communications facilities to allow employees to stay in touch with family, instituting feedback surveys on meals served, and healthier meal options. The outcome has been a reduction in voluntary resignations. The annual turnover at Impala Canada has improved to 18.3% in 2023 (2022: 20.3%). Additional details relating to Group employee turnover by region are in the accompanying performance tables on page 136. Building leadership capacity At a time of rapid",198
